"chr","pos","locus_court","court_lod","mp_trial_lod","court_lod_np","mp_trial_lod_np","cp_trial_lod_np","cp_trial_lod"
"1",8.761341,20,3.21325888384167,1.04446391735493,2.45637197191389,0.694273325444099,3.44994698605633,3.1352672158185
"1",9,21,3.16067296721766,1.02951069744478,2.4079483158291,0.679261526252063,3.37071987390821,3.06263052585329
"1",9.063452,22,3.1463023153559,1.0254053528976,2.39478308680649,0.675198261728402,3.34931753568515,3.04305827861351
"1",9.667683,23,2.67223856497649,0.697584796406598,1.98909900388096,0.456917414818134,2.95281027869408,2.6337429761335
"1",10,24,2.63850661711241,0.684075255920716,1.95094645363779,0.441668806365004,2.90962888817615,2.5964771862812
"1",10.876114,25,2.54616018542114,0.647522502053345,1.8458063795273,0.401377479939504,2.78824343708921,2.49377531690826
"1",11,26,2.52407682037747,0.633411572926059,1.82661597592575,0.387397176989043,2.78848149514622,2.49913461165031
"1",11.782515,27,2.33794503766147,0.535009678153317,1.67143023351615,0.297896767972889,2.73593061161392,2.47793677990183
"1",12,28,2.29727474747187,0.514363780005973,1.64671195114433,0.282052196505556,2.73984188012089,2.48383451831004
"1",12.084616,29,2.280043443314,0.506099142574691,1.63609614118967,0.275844392794948,2.73965544818238,2.48428524440218
"1",12.386717,30,2.21255098605516,0.475738444068927,1.59391890522168,0.253610975775857,2.73129412296389,2.47761857846493
"1",12.688818,31,2.21253908537705,0.475734470892422,1.5939096654864,0.253607579589676,2.73129995786594,2.4776262424968
"1",13,32,2.14180705929205,0.462853329507791,1.53374649618968,0.239833225478658,2.78674939413186,2.55088325059143
"1",13.293119,33,2.0373865900348,0.444246985227009,1.45730175908576,0.224133177502907,2.80219789404909,2.58296926007716
"1",14,34,2.15229550358137,0.374797259833195,1.50858069176033,0.137016119429146,3.12654924319293,2.74500138523703
"1",14.80362,35,2.18873171629154,0.29205179271274,1.49912973136171,0.0600269914257968,3.37456389922442,2.84298767328947
"1",15,36,2.15284423319051,0.261153149957791,1.45570567899266,0.0414280268565517,3.36567740410352,2.86065412365391
"1",15.105721,37,2.10519071683138,0.243004375951637,1.41818392088346,0.0324910395667017,3.32893011774536,2.84507136635929
"1",15.407922,38,1.67103868198538,0.16190740857975,1.18500737051706,0.00888806546002124,3.16935634096523,2.73752191672129
"1",15.710023,39,1.26587723417602,0.0815982678057953,0.956391345075831,8.52569371237157e-05,2.82653145577562,2.4145865381838
"1",16,40,1.26583424246017,0.0815901154616251,0.956363429889559,8.5486313833068e-05,2.8264975442687,2.414553818584
"1",16.012124,41,1.26583244493694,0.0815897746830982,0.956362262754793,8.54959107688479e-05,2.82649612640264,2.4145524505521
"1",17,42,1.1385671849943,0.0363780794121856,0.79135313203148,0.00885285856883161,2.96238704340486,2.50856941474104
"1",17.220525,43,1.10777735071619,0.028591780014764,0.752619328999504,0.0127237448878276,2.9783757976081,2.51607026637081
"1",18,44,1.0692060852967,0.0243778034019301,0.710351515997458,0.01830939931218,2.93995462324624,2.50645290186287
"1",18.429026,45,1.04421056026912,0.0221164620499438,0.684607153020043,0.0217637958689222,2.90743313793276,2.49324840068299
"1",19,46,0.895726272203456,0.00334019919335947,0.561349415326034,0.06006712454974,2.87380945819728,2.47133997454617
"1",19.637527,47,0.707261714016941,0.0020196739726806,0.417855969497103,0.122000025112519,2.72525437640883,2.34550007070923
"1",19.939628,48,0.665207784837481,0.00404969918768013,0.38958340674845,0.137602412003074,2.66016944802296,2.30028356064114
"1",20,49,0.67546764023678,0.00327192275544134,0.399517583052156,0.132746835009781,2.68195565051755,2.31793611861345
"1",20.543829,50,0.766226583189084,1.33970537177673e-06,0.489864446258283,0.0916302177291756,2.85245840051186,2.45645093522923
"1",20.84593,51,0.759859677665545,0.00309674188086996,0.498434862226301,0.056528970794798,3.08039128919934,2.62084259694764
"1",21,52,0.7598543905129,0.00309681496070973,0.498432563584915,0.0565283465901188,3.08039400451564,2.62084137093568
"1",21.450231,53,0.759838939089052,0.00309702851118458,0.498425845798962,0.0565265224502179,3.08040193624101,2.62083778531308
"1",22,54,0.622353205665692,0.00037424953263872,0.424353715773878,0.0989971460452266,2.88366368252558,2.40154427724113
"1",22.960732,55,0.382538122826928,0.0223715953054849,0.283758222093776,0.191987984707381,2.37374782790374,1.91621374093309
"1",23,56,0.382537090762829,0.0239288371195146,0.283757455504768,0.196157682775661,2.39226525734483,1.93820307153547
"1",23.867133,57,0.38251430097056,0.070630253966402,0.283740526695267,0.293368404119126,2.75229598819021,2.39751579405947
"1",24,58,0.378553011616577,0.0732791745939347,0.276845973716483,0.300943196757201,2.74410534543304,2.39314598967151
"1",24.471334,59,0.364361520049363,0.0829981608068914,0.252524509307459,0.328128117398381,2.71033966795396,2.37470850050358
"1",25,60,0.36100861990436,0.0950389568524654,0.226579306653968,0.355568945878728,2.66472996971145,2.37053456966399
"1",25.075535,61,0.36003411582778,0.0967146218771532,0.222700284920525,0.359185449937883,2.65516525844782,2.36684941204375
"1",25.679836,62,0.248551667794092,0.104610824925497,0.111713886465315,0.363622985448112,1.93843131612475,1.65345228726907
"1",25.981937,63,0.144756844293771,0.234508648157614,0.0429174659464021,0.51851852653802,1.70907837879423,1.40914412488744
"1",26,64,0.144756373137529,0.234509375212212,0.0429171640351951,0.518519193479672,1.70907705015171,1.40914265903564
"1",26.284038,65,0.144748964241906,0.234520809427764,0.0429124166240386,0.518529680946875,1.70905615673972,1.4091196081264
"1",26.888239,66,0.164236997509657,0.172800759318412,0.0470910239297334,0.411558752764988,1.70906515617586,1.40912430326255
"1",27,67,0.143723040871036,0.168016083682792,0.038046268811472,0.406622479787017,1.71390376810451,1.407000335733
"1",27.49244,68,0.0639207187244603,0.139487564543539,0.00878882103946992,0.367727029450554,1.65902363373572,1.32576991158059
"1",28,69,0.0896543311396415,0.140363828059186,0.0194678447480966,0.34384020062785,1.70894271856243,1.44461441928001
"1",29,70,0.145884919457337,0.134898434756711,0.0509818645361486,0.281897827474695,1.71500404781125,1.61510771467453
"1",29.003041,71,0.146056136117533,0.13486802928951,0.0510934028401383,0.281689639380401,1.71483465647117,1.61547035106965
"1",29.305142,72,0.160344784934991,0.134565351294287,0.0548136747528061,0.270296519594969,1.6852887646047,1.62164510783312
"1",30,73,0.139788296526551,0.143162513861239,0.04344395154736,0.283254820870812,1.60875922549884,1.52870767324882
"1",30.513643,74,0.124313726428606,0.148223254726127,0.0355678176419116,0.290906480802533,1.54149286530933,1.44631736601269
"1",30.815744,75,0.107757171530162,0.129170730489637,0.0281035130448167,0.265851736505858,1.42676270175829,1.32476973106987
"1",31,76,0.102796437046489,0.116431547670978,0.0261939912752484,0.248232610784615,1.37967384659037,1.27947683327687
"1",31.419945,77,0.090726136308822,0.0889932189188234,0.0218945310694069,0.208529672790787,1.2644861962683,1.16849295381681
"1",32,78,0.0907342250102184,0.0889900295727154,0.021899981607502,0.208525374518506,1.26449932589051,1.16851088841379
"1",32.024246,79,0.0907345630875669,0.0889898961658577,0.0219002094466722,0.208525194852031,1.26449987465837,1.16851163801626
"1",32.628447,80,0.216357032905633,0.0889888446895043,0.12679936102813,0.208523056218745,1.51547701045384,1.48264026951451
"1",33,81,0.232723174734686,0.0816544584400728,0.143735511600371,0.19346646778602,1.49034605789171,1.44220040614382
"1",33.232648,82,0.240471344527444,0.076318108816288,0.153235293558733,0.182351066268723,1.45920652642636,1.4008500613227
"1",33.534749,83,0.240472212896545,0.0763173874695955,0.153236457631089,0.182349554454282,1.45920175455735,1.40084395092463
"1",33.83695,84,0.240462978241242,0.0763240107729995,0.153228243146397,0.182358895629764,1.45920020348571,1.40084010163356
"1",34,85,0.191870606288939,0.1156602058293,0.110895407043901,0.234789890418996,1.43929312606134,1.36812370530371
"1",34.139051,86,0.153182932689592,0.154032952520208,0.0789578415677835,0.28150350940984,1.40454055013466,1.32208355163949
"1",35,87,0.143022543934937,0.228533316541644,0.0679063456605791,0.37527699821045,1.45832753379857,1.39881553380692
"1",35.045352,88,0.142214461827559,0.232508844306749,0.0672504854548432,0.380074540127767,1.45920123827704,1.40084266890724
"1",35.347453,89,0.142213915970864,0.232511490133308,0.0672500469499357,0.380077726828045,1.4592017521867,1.40084394863499
"1",35.649554,90,0.142218854901793,0.232510061645859,0.067252587175254,0.380075123528104,1.45918179309639,1.40082460591965
"1",35.951755,91,0.188708012712324,0.211768643891812,0.0927854166530449,0.34456334083102,1.22965077137231,1.17669497275459
"1",36,92,0.186618355828087,0.220840261820497,0.0876770973985046,0.35506080625363,1.24769955097105,1.1960400383652
"1",36.555956,93,0.162170481832837,0.33253989346528,0.0377188968174504,0.477070028327956,1.43155924003072,1.39573600695349
"1",36.858057,94,0.162166705467773,0.332549693235598,0.0377147008122839,0.477081903406507,1.43156103629805,1.39574208391573
"1",37,95,0.150074930420105,0.347108561332975,0.0286745324723707,0.49973212607972,1.39147184261516,1.37101277688028
"1",37.160158,96,0.135219585620906,0.358325938010463,0.0195980474535387,0.518531100731559,1.32722620113711,1.32211792731173
"1",37.462259,97,0.135216220420041,0.358327820875684,0.0195963633791446,0.518534679660846,1.32720661036877,1.32210061238384
"1",38,98,0.125737103757262,0.36178637367702,0.0175721712886138,0.529357340671389,1.21969095197441,1.2066188485113
"1",38.67076,99,0.111622970959782,0.359346831542831,0.0149433530404259,0.534933489853021,1.07451098665215,1.04945217813648
"1",38.972861,100,0.111622293116237,0.359346557294543,0.0149432339232714,0.534933538998287,1.0745042699785,1.04944489802714
"1",39,101,0.111622293156032,0.35934655715821,0.0149432339252123,0.534933538948988,1.07450426997284,1.04944489800556
"1",39.879262,102,0.111622293197136,0.359346555660278,0.0149432339880891,0.534933537351811,1.07450426978982,1.04944489727644
"1",40,103,0.111622656449621,0.359344631373745,0.0149433679276008,0.534931324681297,1.07450670288762,1.04944681168228
"1",40.181363,104,0.11162320204908,0.359341740781754,0.014943569121746,0.534928000964517,1.07451035766179,1.0494496872994
"1",40.785564,105,0.125694312844455,0.259963660528864,0.0218792906793676,0.416928078426871,1.16904062096738,1.11526936698205
"1",41,106,0.163507030389848,0.22851345344175,0.0373397860921245,0.375068003700368,1.33295069042071,1.27492114553014
"1",41.087665,107,0.178788696684372,0.214425913634371,0.0445026471010578,0.355706005528502,1.39222888645899,1.33225729779564
"1",41.691866,108,0.20559217374279,0.28847744072131,0.0573852427591915,0.490922983747269,1.53819769165409,1.41754262537182
"1",42,109,0.214816489123347,0.264605008438402,0.0604799731033881,0.467394630843792,1.63193145420636,1.51857539493007
"1",42.900367,110,0.234305692400177,0.1906793443378,0.0682740642980171,0.384834933973155,1.85587227566043,1.76799492370034
"1",43,111,0.235673640807051,0.182531930645729,0.0689929318303379,0.374844130264375,1.87486514281467,1.78996318898406
"1",43.202468,112,0.237941615562693,0.166227376776528,0.0703532981703697,0.354284692087903,1.90945103319635,1.83059093342514
"1",43.504569,113,0.23793890840714,0.166226106648188,0.0703518902364126,0.354283828500921,1.90945216636695,1.83059489662344
"1",44,114,0.185654847993519,0.181861579267664,0.0454163377491593,0.384921481498289,1.81609811006858,1.76675467460552
"1",44.10887,115,0.173765043656773,0.184402182814479,0.0404450860649445,0.389913481301419,1.78704673116876,1.74343907321784
"1",44.713071,116,0.110000734255102,0.240814536217506,0.0202817718665609,0.467360469289648,1.97911184244737,1.93457727963558
"1",45,117,0.0835383172203353,0.267782299487499,0.012973953415809,0.502455734745086,2.05656383582087,2.01081735384853
"1",45.015172,118,0.0822271310751397,0.269196561592842,0.0126318357858608,0.50426457121497,2.06037572739042,2.01455372083865
"1",45.619373,119,0.0925290325451547,0.184409468495367,0.0179742356158629,0.389926285112777,1.78705470974413,1.74345433489934
"1",46,120,0.0882729531399438,0.202865570564378,0.0138710802488643,0.425898427647409,1.85782477570082,1.83989197507544
"1",46.223674,121,0.0845935489825044,0.211607248725897,0.0115512821633243,0.442945776294522,1.87913677136681,1.87507706473846
"1",47,122,0.0472853265846144,0.297884468750438,0.00158465361963953,0.557968947717672,1.74314610785103,1.75192300255605
"1",47.432075,123,0.0307323529175196,0.347502969142238,3.89004682333827e-06,0.619148080687493,1.64575840353367,1.65913209783086
"1",48,124,0.0186053986488142,0.333957890917387,0.00103090212939824,0.594463130937579,1.62029486910771,1.61726254725439
"1",48.338476,125,0.0126173541005076,0.322356478520523,0.00272975284337942,0.574016209000828,1.58881650975031,1.57473613368739
"1",48.640577,126,0.0126168681897157,0.322355338381699,0.00272993895590147,0.574014211499645,1.58881318815322,1.57473179632125
"1",49,127,0.0126194541379029,0.322356209595853,0.002728368043997,0.574018162295484,1.5888541473682,1.57476750293601
"1",49.244778,128,0.0126212154599691,0.32235680256109,0.00272729846457338,0.574020852659271,1.58888204139699,1.57479182003707
"1",49.546879,129,0.0433549876481527,0.323408073575957,0.00561197646632691,0.59173662692653,1.9043184581413,1.85621703515453
"1",50,130,0.0433608784718902,0.323407301796289,0.00561481064415868,0.591736884541552,1.90436015600513,1.856255715136
"1",50.15118,131,0.043362844010013,0.323407044123275,0.00561575638710634,0.591736970330827,1.90437406752523,1.85626861996242
"1",50.453281,132,0.0433630630496187,0.323402607688113,0.00561555085974729,0.591730960260272,1.9043668316467,1.85626529492527
"1",50.755382,133,0.0447587246595056,0.272231013309929,0.00361741711539843,0.517996925099517,1.78214837830879,1.7690248649084
"1",51,134,0.0629163697930098,0.265046053453159,0.0125487277765789,0.504464922171256,1.92630341921018,1.9635039504645
"1",51.359583,135,0.0945134222922199,0.250058790258732,0.0350961455485943,0.476877398286053,2.11558510795677,2.23293810767147
"1",51.661684,136,0.0945200104794648,0.250055923521691,0.0351001336390637,0.47687202338101,2.11557684858501,2.23293662297006
"1",51.963785,137,0.130343070026534,0.228913314560608,0.0523711942412043,0.437581607570648,1.83956244919416,1.94798979203163
"1",52,138,0.129472467069901,0.224218692240626,0.050909737447234,0.430988754353533,1.816109263734,1.92111493590868
"1",52.265986,139,0.120338168777547,0.186167043922652,0.0396744300256479,0.374420446468497,1.60727355306324,1.68337152079759
"1",53,140,0.0672266701670415,0.27782502975494,0.0121042501228709,0.486885776387145,1.56900960934552,1.62267781478521
"1",53.172287,141,0.05673449590085,0.300565678125403,0.00788247395605838,0.512842150639596,1.55196185400902,1.59943036813084
"1",53.474388,142,0.0567362460050197,0.186150773035504,0.00788379594290177,0.374396654946581,1.26805290995793,1.21394313405617
"1",53.776489,143,0.0961824502669153,0.0991779379356049,0.0396620748012125,0.257954931730909,1.07745874543254,1.0105133818666
"1",54,144,0.0811703096998246,0.112230000149673,0.0300652850002422,0.28494099065453,1.02828091694004,0.955213214467943
"1",54.38079,145,0.0557559840439426,0.131596463979038,0.0159634873101252,0.323590837938923,0.913493937214479,0.828879394749696
"1",54.682891,146,0.0557498914175037,0.13159476284999,0.0159599713848652,0.323588675848051,0.91346920951211,0.828853014480656
"1",54.984992,147,0.0210665501209809,0.0997616907228495,0.000560971989134857,0.269688138188648,0.752667454026489,0.663086579743911
"1",55,148,0.0210664164707362,0.0997615296320604,0.000560947766855529,0.269687846248837,0.752666592388341,0.663085707802373
"1",55.287093,149,0.0210638599341108,0.0997584467870184,0.000560484509532707,0.269682261574352,0.75265010966177,0.663069028026395
"1",55.891294,150,0.021063859396013,0.0997584461563698,0.000560484412050257,0.26968226039893,0.75265010619261,0.663069024515762
"1",56,151,0.0210638593856199,0.0997584461004296,0.000560484412048866,0.269682260398902,0.752650106192531,0.663069024510911
"1",56.193495,152,0.0210638593946059,0.0997584461819453,0.000560484412045607,0.269682260398876,0.752650106192442,0.66306902451491
"2",0,153,0.0911456228988199,0.753208969928446,0.157068780271286,0.497918071394774,0.0107667383527313,0.0109877383725215
"2",1,154,0.0700075651277442,0.800514447516613,0.133438113016146,0.510389252121681,0.0066257368422675,0.0249993903900512
"2",1.208461,155,0.0654073970541906,0.80009526077348,0.12746846413002,0.506692687580731,0.00580957280371231,0.0282939146091309
"2",1.510572,156,0.109254615889752,0.929586416091933,0.186368484675032,0.609799016436999,6.90750448208348e-05,0.0529387058536837
"2",1.812693,157,0.153546748074189,0.972035757455566,0.270560937972405,0.655667895057784,0.00916842292435613,0.0183537004298136
"2",2,158,0.153549539295644,0.972036582598628,0.270566154047892,0.65566967671218,0.00916944459584823,0.0183520802680571
"2",2.114804,159,0.153551250667362,0.972037088268449,0.270569351065045,0.655670768652318,0.00917007082296986,0.0183510872749275
"2",3,160,0.153552459790155,0.972040373947101,0.27057133396186,0.655673402750562,0.00917019590640839,0.0183508615463144
"2",3.323265,161,0.15355290112664,0.97204157366139,0.270572058063287,0.655674364649731,0.00917024158374473,0.0183507791036541
"2",3.625386,162,0.15767419699815,0.983060887447771,0.277317360389738,0.664554699569963,0.00959884008538346,0.0175857132059741
"2",4,163,0.187022090699936,1.02788392392651,0.32713857991718,0.709132676858306,0.00814011380600279,0.0196286470600918
"2",5,164,0.276784669083621,1.14120820336802,0.478047709442903,0.827921592200692,0.00471241066606307,0.0254615598478295
"2",6,165,0.380450384744067,1.24041901431798,0.648954789411796,0.941163693801891,0.00213672156982518,0.0316133342762901
"2",6.344417,166,0.418582151663319,1.2703974947261,0.710727277219323,0.977725899186627,0.00147591518903203,0.0337469592373953
"2",6.646538,167,0.452802202745672,1.29475123400165,0.765604269300827,1.00848949829273,0.000996009732352299,0.0356089414271697
"2",7,168,0.460592429671096,1.31427452531725,0.772581514301037,1.0538457146131,4.8493410250219e-06,0.0450391586331092
"2",7.854989,169,0.473209410135437,1.33842230961358,0.779384115827414,1.14471851814887,0.00708244162306359,0.0714909815262868
"2",8,170,0.45450612888428,1.30999977109694,0.690902897857897,1.05655999450804,0.0256694591616592,0.0877012126503197
"2",8.15711,171,0.432706289878008,1.27390591006611,0.591262571373991,0.949802847867348,0.0580424723171352,0.106602300042189
"2",8.459221,172,0.465563621234548,1.38249207876064,0.645700554740958,1.06551489743647,0.059546653152225,0.10563537156661
"2",9,173,0.545050559193624,1.53845063749666,0.773339361050626,1.21627299072769,0.0358117025830167,0.078221449231914
"2",9.063452,174,0.554293577643073,1.55560432377862,0.787931166161661,1.23293393094176,0.0333815601723729,0.0751915843154937
"2",9.969803,175,0.5543019429204,1.62750146775703,0.78794216188722,1.48187346903243,0.0917650254139117,0.0986961797720951
"2",10,176,0.55260526093866,1.62702801524836,0.784574657570418,1.47933557243124,0.0935678210624784,0.100774905484175
"2",10.574014,177,0.487492083868452,1.51306641369281,0.680606430088711,1.35504302032818,0.125338556831386,0.136755861523066
"2",11,178,0.468485554073298,1.5827985711352,0.662092506736712,1.48435783054262,0.160222350439723,0.155547691768464
"2",11.782515,179,0.420472305491558,1.67791602939756,0.60910098352228,1.69006664378632,0.229674642368937,0.189327950796348
"2",12,180,0.38770845361205,1.59624601457937,0.539753084662685,1.64570181188486,0.232387103778327,0.185731370769645
"2",12.084616,181,0.374873433775719,1.56192015135701,0.512661849621212,1.62492552874986,0.232924131582287,0.183939494887757
"2",12.386717,182,0.341191728739079,1.40587876689227,0.432253370192202,1.48167098197561,0.210125813041259,0.169501929265363
"2",12.688818,183,0.341187001900771,1.40585992403435,0.432243900066609,1.48165361688576,0.210123750465234,0.16950075382892
"2",13,184,0.327471433646747,1.37738155916057,0.416810134752901,1.45636158646649,0.213085839033461,0.173140554202256
"2",13.897319,185,0.288439802923148,1.29162022394327,0.372077885430892,1.37870582797407,0.220888842268869,0.183113775738959
"2",14,186,0.265138763738933,1.24207870079395,0.348886730274162,1.34023356566395,0.242046806803137,0.206942073320185
"2",15,187,0.0822190113450737,0.759470185744247,0.150722046644484,0.943188746679587,0.484748833873171,0.501421027390458
"2",15.40792,188,0.0364981801402058,0.580804470316652,0.0911228516645729,0.783151946655492,0.594367629767481,0.641776029418641
"2",16,189,0.0316097339095734,0.513459621243716,0.0940315648845196,0.699841518913392,0.62915552682442,0.695925802629642
"2",16.012121,190,0.0314921564630697,0.511831656555011,0.094037659891892,0.697804090705682,0.629533547838817,0.696645327997967
"2",16.314222,191,0.0314918626957567,0.51182758821998,0.0940376723985274,0.697798998345979,0.629534472855986,0.696647101010731
"2",16.616323,192,0.0314918623793709,0.511827587175704,0.0940376722171057,0.697798996986038,0.629534473133203,0.696647101264264
"2",16.918424,193,0.0314906678854964,0.511819828860069,0.0940358456621278,0.697790491176524,0.629536320025899,0.696647876516399
"2",17,194,0.0283199214190093,0.490815809300926,0.089112939814326,0.674635920740073,0.634228739903759,0.698431595106614
"2",17.522725,195,0.0113928542425719,0.35716974576315,0.0588913935568675,0.521356643341863,0.649494221112079,0.694868714912635
"2",18,196,0.0110861696283005,0.330764872605301,0.0631534262587119,0.487684665371677,0.616322226424601,0.672870759107357
"2",18.429026,197,0.0107182251765934,0.303648523310962,0.0662305550180689,0.452304841564235,0.579515258473025,0.64416172256163
"2",19,198,0.0107172729401701,0.303637033515143,0.0662290375049814,0.452292605147954,0.579513938818111,0.6441606380789
"2",19.335327,199,0.0107167138795267,0.303630285309021,0.0662281462956765,0.45228541894021,0.579513163718873,0.644160001833967
"2",20,200,0.00272489920191635,0.217756239195878,0.0456621232142145,0.3679809046414,0.621687160907633,0.67673744813797
"2",20.543828,201,9.35245050093927e-05,0.155506744143781,0.0311776938083523,0.301319102134736,0.649482872221704,0.694847502107519
"2",21,202,5.87811584561981e-05,0.113315769002417,0.0224507042110627,0.235392888113278,0.598658711223227,0.618806494734162
"2",21.450229,203,0.000636054052016923,0.0757684107149084,0.014972917393249,0.172730019825605,0.534917587648631,0.532579955598023
"2",21.75233,204,0.0124117386570414,0.0396211537699604,0.00014102205131288,0.0972095919372759,0.439434273732791,0.482994536528259
"2",22,205,0.00411100661235893,0.0449730936595173,0.0026517410521372,0.104690487923672,0.397204296838902,0.441410931808403
"2",22.658631,206,0.00398170562812995,0.0586512680321283,0.024251457363321,0.121434223524665,0.282006869544056,0.323929249572708
"2",23,207,0.00269949258318271,0.0315318530395076,0.0047336933308618,0.0815865131397151,0.391240249235643,0.442930764003689
"2",23.262832,208,0.0196210016029004,0.0157408823820315,1.01687403974961e-06,0.0547012929080694,0.477255941951483,0.534285506934861
"2",24,209,0.0256511542027328,0.0080849866242264,8.96292212720188e-05,0.0347950974477583,0.42080727190587,0.460386842686393
"2",24.169233,210,0.0267853875758186,0.00660480468487605,0.000139744949868726,0.030527782459889,0.404169940893065,0.439313572723182
"2",25,211,0.0116548639706004,0.020496307183662,0.00309258023491697,0.0586754961175108,0.365507487713058,0.357329743803322
"2",25.075534,212,0.0105618624681278,0.0220863899169452,0.00380679752221653,0.0615464327904555,0.361128343669826,0.349215341882633
"2",25.377635,213,0.00671683183021657,0.0288672209998015,0.00735421375172553,0.0733512050735335,0.342470569707037,0.316286846400226
"2",25.981936,214,0.0236938784439226,0.00288549681914924,0.000607137841108473,0.027990159083665,0.247896626708532,0.218635616577732
"2",26,215,0.0236939437278244,0.00288545925836915,0.000607154052858669,0.0279900532556095,0.247896346641061,0.21863533276355
"2",26.284037,216,0.0236949678745758,0.00288486876542717,0.000607408994814143,0.0279883892398881,0.247891942865481,0.21863087008472
"2",26.586138,217,0.0236947038745612,0.00288483596122239,0.000607371112080873,0.0279882585069178,0.247891712619289,0.218630512051033
"2",27,218,0.0201757557257947,0.00245070423848836,0.000198014224529365,0.0261964539985913,0.244491223866444,0.213506486018692
"2",27.492439,219,0.0162767133117277,0.00197213230783649,2.03548958491837e-06,0.0240664112074191,0.239802312825487,0.206849650364398
"2",28,220,0.0238170429341138,0.00196827809228574,0.00338018743478688,0.00602632161731595,0.213068126961901,0.170706315567202
"2",28.70094,221,0.0356108342383502,0.0274698854173277,0.0182389984485811,0.000929968073095613,0.171675247359087,0.120626976747356
"2",29,222,0.0356113575053305,0.0274715583799289,0.0182398583027274,0.000930245875032032,0.171673436611738,0.120624924585706
"2",29.305141,223,0.0356118880993975,0.0274732654720202,0.0182407356588709,0.00093052936797071,0.171671589044294,0.120622830708404
"2",30,224,0.035611887842803,0.0274732645334657,0.0182407351790844,0.000930529259425313,0.171671587068075,0.120622828800745
"2",30.513642,225,0.0356118865854805,0.0274732641039033,0.0182407348244216,0.000930529179189398,0.171671585607289,0.120622827396857
"2",31,226,0.0356051022349583,0.0274650373574471,0.0182359785545924,0.000929317952396506,0.171660698645184,0.120612837918188
"2",31.117843,227,0.0356034587549552,0.0274630443531797,0.0182348262286421,0.000929024598075686,0.171658060816702,0.120610417564351
"2",31.419944,228,0.00555919039403082,8.17003686057553e-05,0.00056348486487523,0.00869961090545687,0.106990457682294,0.0640084161051868
"2",32,229,0.00517628363055143,0.00561216791570336,0.000426968955677159,0.0271349389316219,0.163968197665039,0.134722405928589
"2",33,230,0.00437258217995592,0.0487017571295902,0.000222324811367792,0.0822597298223973,0.284170919621831,0.314277638095277
"2",33.534745,231,0.00389706877509978,0.0876756039112646,0.000137033403536017,0.121518703002372,0.354434482986083,0.433544525908808
"2",33.836946,232,0.00362452946455484,0.103195962686912,9.79422942260706e-05,0.135228216280647,0.374960622914707,0.475706693987239
"2",34,233,0.00432022795551654,0.112187150591105,0.000264810585205869,0.143204983547922,0.387109960145917,0.499867443680964
"2",34.139047,234,0.00495695135568939,0.120064567168308,0.000470174113694644,0.150091984135519,0.39740052665729,0.520646053506921
"2",35,235,0.00495772791671769,0.120074573376728,0.000470369685261207,0.150103984088163,0.397422742764711,0.520675023883983
"2",35.347448,236,0.00495804091476321,0.120078611054083,0.000470448618680607,0.150108826699874,0.397431708013195,0.520686715384657
"2",35.951749,237,0.00771606070252582,0.154875022114188,0.000874624855047163,0.204318998900116,0.504307889860951,0.625419545391487
